text,mood
Sick of fighting so it looks like no more burlesque for me,sadness
@jonheadley @jsanfridsson gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,worry
Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help,worry
@greenlabel aww that's awful. Makes me so sad,sadness
@talk2donboy LOL well i'm qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now,happiness
@MyInnerTricia it is gay...u have dissappointed me that past few days,worry
@heyheykarla I'm sorry about your car. I feel for you...,worry
@nicksantino NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,worry
Sugarland. So hot outside.  why so much hotter than the northwest?,worry
Is feeling a bit lonely,sadness
sad ending to the softball season.,worry
@infobunny Ouch. Realising how sheltered my upbringing was.,sadness
hey im back on.. but msn won't work  darn msn haha. can't stop thinking about 3d movie haha!,happiness
@TFA2431 aweee im sorry  but deep down u know i love ya!,worry
@Eric_John Sounds like a terrific service. I'm sorry to hear about her mom.,sadness
Some guy just said he wanted to spank me,worry
Honestly at home alone,sadness
@TheEllenShow Ellen..why you got to lie?   I'm so sad rite now.,sadness
Stars and Sons was hard to review. Didn't grab me instantly this morning so will have to delay the review to a 2nd listening tomorrow,sadness
@TaLisaDuhhh i miss bein 18,sadness
@MrMarcusX was jst out there wednesday,sadness
@LysdelTellez I am lost. Please help me find a good home.,worry
Off to the gym by myself!  no fun!,sadness
how bad has life gotten where u  werecounting on the church50\50 raffle? the answer is real bad,worry
@hopei91 I am lost. Please help me find a good home.,worry
@TheKellanLutz OMG i want to go too!  hahaha,happiness
@AnnaDiFilippo have fun without me pasty  &lt;33,happiness
Wishing it was naptime,worry
mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,worry
Miss the newest version on Glade on Debian..,worry
Boredom isnt any fun..Wish I had somebody to hang out with tonite..,worry
seagull hates me and im utterly depressed about it. i miss him.,sadness
It's gloomy as hell outside today.,worry
Idk i cant do shit,sadness
@LadyLogan I wish I could...but I'm @ work when she's on...,sadness
@trent_reznor...are you really not touring anymore????  my brother told me. I'll miss ur concerts!!,worry
Got the CofO to late didn't close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,sadness
So bored.... couldn't go to a-kon...,sadness
chris sab and i = COMME ESTAS BITCHES,sadness
@shanselman: first impression is that it's considerably  slower to boot than 2008  #beta1,worry
how sad. last entrance 2cal academy of science was at 4pm. and it was zipcode free day too.,worry
sorry my bad.,worry
@markharr You'll be waiting a loooong time,worry
@Colie5cent $300 later... I feel so good! But guilty,happiness
no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:,sadness
turning laptop of. i'm scared  poor baby.,worry
Summer/ Yet I have to read 6 books.... 6 LONG books,sadness
wonders if anyone would care if she died tomorrow,worry
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it's repeated? Must investigate!,sadness
@Cadwaladr omg yes!!!!!!! but I have to get ready for work early tonight  I have payroll distribution duty,happiness
still sick  thinking about naming the puppy june,worry
@Audioprincess  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,worry
My blackberry is soon approaching her death,worry
Such a headache  It's killen me!,worry
@LucySiebens I think they are disgusting,sadness
acho q to,worry
@cassetetapes  shareeee.,happiness
all dressed up and no where to go...,sadness
homework on a friday night...lame,sadness
@WerewolfEmbry I'm sorry.,worry
found out my &quot;friend&quot; isnt actually. but hey shit happens.,sadness
@AyeBloodyRight no i mean 2moz. I'm workin' 7-1 in a bakers then 6-4 later in a pub,sadness
Gettin ready to head back to Chi...don't wanna leave Indy  #fb,worry
@lauradanner I am lost. Please help me find a good home.,worry
Was just in a wreck. Getting real sore now. It was their fault and they didn't have insurance. Was planning to go to the wedding tonight,sadness
@Kat_785 yeah now I'm done BUT I have to work all weekend  I'm sooooo bummed about it,sadness
@saraht578 What software do you use to design sites? I'm a CS student and currently I hard code everything. It's not the fastest way...,worry
has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,worry
off work early,worry
Thinks she's getting sick.....,worry
The sun is breaking through the clouds!...and now it's covered up again.,sadness
At the orthodontisssttt,worry
trying to fix my internet connection...guess my 'prayers' have been answered and i wont have any study distractions  ugh,worry
@jarnmang  Hope everything ok! Can burr fix this?,worry
@abbefied Bummer- that is a bad experience.,worry
Waiting to put my story about Stereo Skyline up. Don't know where to put it. BOOOO,worry
@thatkidkevin my phone died,worry
I dont want to be ugly anymore,sadness
@mamamikey paramore makes me want to punch babies  lol,worry
@jaredque gets to go home. I'm here until 10:30,sadness
r u still there? ? I guess not    i want to talk to you,worry
last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,sadness
@say_stephanie im so pissed i couldnt make an instore at hot topic in the rockaway mall to see @nicksantino.  haha no he wont.,sadness
@spookygirl what a great project!!! Wish I could have done that with DD1. She's too old now.,happiness
@dougiemcfly http://twitpic.com/67uc7 - awww it's a shame that your all flued up  but apparently it's realllly good stuff. good luck f ...,happiness
@AdamSchwabe Oh no....Sorry to hear that ....,worry
kind of.i'm trying to make sure i have everything yet still look after the boy.hubby isn't home yet,worry
So I love my mac but msn doesn't work on it still,sadness
I hve a blister on my pinky nd it hurts soooo much!,sadness
I lost 15 dollars. I always lose my money,sadness
@Twinnikkib too late  I'm already on the bus goin home  what the he'll u talkin about drinkin tea????,worry
@ce_ci ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn't?! ;P,happiness
@ryansporn Don't be mad at me.  Please? ::puppy dog eyes::,worry
I took her cracker now she doesn't love me,worry
@nerak35 hello 30stm-fan  another one that's cool. i don't know one fan of them in person only via the net  so how are you?,worry
too many good shows coming up and no money to buy tickets. fmfl. brand new at the troub?,sadness
Working on something exciting... and I cannot tweet about it for several months,worry
@architeuth1s oh no fair.... thats in 9 hours,worry
fucking hates goodbyes,sadness
Unanticipated thunderstorm quashed camping trip,worry
Missed the play,sadness
Just got my marks...  BCIT is the death of me I swear!,worry
@loonyboi You rule for doing this! I bought the second game at full price and lost it in a move.,happiness
My head hurts,sadness
Families  I really feel for some people and wish I could help but I can't,worry
@suewaters Sorry - I have failed to grasp your meaning,sadness
Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,worry
feels very very sick  hmph.,worry
@StaceMichelle I doubt I'll get one to be honest,worry
I'm really nervous about giving a speech at a wedding tomorrow,worry
@xchristineannx Aww I'm sorry your boys are sick.   I'll keep my fingers crossed for no tails. lol Stay well youself and get better boys!,sadness
Today was horrible. My sillyness caused me a whole lot of stress and head ache and it ended up ruining a beautiful sunny day.,worry
Looks like its another night at the office lol,sadness
its about to storm..soo much 4 goin out  ..ill just play on the net for awhile,worry
AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,worry
peeling so much!!   ..I feel so bad,worry
@NKOTB So when are you guys coming to Alabama...you were supposed to be there tonight but cancelled...I had great seats,worry
@livlovsmileGRN what happened? I thought you were coming back today....,worry
just wake up.and i got flu  http://plurk.com/p/x2zp6,worry
@saragarth Thank yooou! I might have to get it seen to... hm...  xx,worry
@cherylsayshi i thought it was just me that was like really hot. My room is too hot to sleep in,worry
@markymark7 Omg really??  I sowwy! I'll do it again! :-p I was tired when I did that this morning. :-p lol!,worry
I want to panic,worry
home alone on a friday night  doesnt get sadder than that folks,sadness
needs to see a band live.. damn Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?,sadness
@Jaz_paige aww hey! I didn't know this was you! LOL. I'm sick. No outtie for me.,sadness
@teemwilliams MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*,sadness
@FAITHL0VEH0PE I guess if you can't accept me....i'll have to keep it movin,worry
@LesbianDad i really wish i could make it! a 12 hr. drive just isn't going to happen this weekend.,worry
Not in front of the tv  wats the score an inning??,sadness
@umassdilo PE and AA? That's a toss up. Did your mother have a &quot;fun&quot; time dealing with American Airlines (I assume)??,worry
I left my ipod in the car so now its all warm.,worry
@juicystar007 ahhh im on your blogtv waiting room,worry
@Trillian711 I had an account at a local comic store that I ran to 4k  at one time,sadness
How amazing is hollyoaks! But my poor warren lmao!,sadness
I want to go see Drag Me To Hell tonight. But no one to go with,worry
@backseatgoodbye aww...thats a bummer,sadness
Doesn't feel well and Derek won't get me any medicine,worry
I think I may have ruined a friendship this week by getting carried away,worry
Missing the shotgun match because I was guilted into going to the store with the wife.,sadness
Giving up. Everyone and their cat is using Castle.DynamicProxy2. 3 out of 4 of my dependencies need each a different version of DynProxy2,worry
@LadyRedCrest @miss_hazy  Have safe trips! And Indy is my home,happiness
@snoozen i think i'll be home more than i want to be next week - no work booked in for the forseeable.,sadness
@marialuvsu i guess ill never have it  but the sad thing is that u didn't put an Alternate e-mail!! cause if u dont remember ur secret,worry
@omoly girl i am buying &amp; posting your pressie tomorrow but i have no fucking clue what to get you so i'm sorry if you hate it,worry
I'm soooo bored. just fuckin got a new phone and called my man but hes busy and one else bored???,sadness
@paulatoole Sorry  I wasn't doing the inviting...all single women I think.,worry
Brittany moved,worry
I don't wanna be single the rest of my life,worry
mom is on her way home  but yay for mother son days! she even bought some new shoes. haha.,worry
@PaperCakes  i hate when that happens. i hope you figure it out soon!,sadness
I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?,sadness
@dougiemcfly good show for you guys .. i wish i could be there to see you,happiness
Goodnight all! No iPod still but found my old MP3 player...we'll see how long it holds out for.  xxx,worry
I'm at work!!!! Ugghhhhh someone save me now,worry
i dont wanna miss the laker game tonight! i'm so sad,sadness
@ubringmejoi in spoke to you yesterday and u didnt respond girl  wassup though!,worry
I wish I lived closer to the girls.  I'm tryna chill on a Friday night!    (@winonapatron next weekeeend! Drink all day AND night?!),worry
@mia423 Sleeping in for me is sleeping until 8am  But you know I have 3 kids ....,worry
Now I feel sick.,worry
@krooyakkers what I thought ur going somewhere that's why I didn't invitw u,sadness
@oxEmalieexo: Awwwwwwwwwwe  That okay. I missed bullet's concert in toronto last summer 'cause i had just gotten into them D:,worry
heading to graduation  I do NOT like this....oh and Nick....I'll be looking for you....,sadness
I should go shower but FFAF is fucking distraaaaacting,worry
@KelseyJ_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx,happiness
not ready to say goodbye to spring awakening tomorrow. ugh  anyone else going to be there???,worry
people are not twitting very much today,worry
i called kris he didn't pick up i feel really bad ha ha,sadness
@mrsBAUERxo why has it been so long since i have talked to you let alone seen you?? it makes me sad,worry
missing his voice,worry
Omg! Really? I just ran into a wall,worry
enchiladas weren't as good as I thought they would be     now I know why I don't eat mexican,worry
Is it sad that I'm a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.,worry
I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,sadness
Wish I had time to make it to the CFI lecture tonight after basketball,worry
well.. all my slacking off earned me a D and a C   but at least everything else are A's and B's ^^  next school year all B's and A's Esh!,worry
@Natasja_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,worry
sore throat again. gaaah. it hurts.,worry
going through security already miss my baby.,worry
Ugh have to report again monday,sadness
Thought I was seeing top shelf jizz. Very dissapointed!,worry
@BriaNicoleSison Why aren't you at blue martini with me??,worry
@DelbertShoopman Good luck with the footage - none of the stations are breaking in live with it,happiness
@dinosuit  Idk. I'm only a stupid 7th Grader,sadness
@Deztini tolddd you there was thunder! ew now it's all rainy D: i'm scared!,worry
Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,sadness
@GrowWear Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,sadness
@hughsbeautiful Is beastypops tired? I wish i was. My tablets are just making me want to throw up!,worry
Upset  bout to talk to someone but idk who though,sadness
@tbake CRAP. I always forget you are on here,sadness
I cant afford life right now. Everything i want to do is too expensive,worry
Damn I wish I was at Botcon with everyone.,sadness
has made a decision and will stick to it although I'm really not sure it's the right one,worry
@casper1201     my bracelet broke today too.,worry
@mitchelmusso i would love to call you but i live in Norway so its a little hard,worry
can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,worry
@lid86 he already got a shot at having his own show and didn't prove himself,worry
I couldn't do anythin cuz he jacked it when I stepped out for like 30 seconds &amp; was already outside up the mtn when I came back..,worry
Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,happiness
Looking for the @japadog in Coal Harbour. Can't find it!,worry
@TheMonkeyBoy I never get them and the hubby is due in next week.. &lt;cries&gt; hope its gone by then,worry
@KennyJ88 that was good . but mean  haha,happiness
My car has an alarm &amp; immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,worry
@PhillyD i wish i could be there!! too much going on.  sad day,worry
@mitchelmusso Are you still taking calls? We were next to talk to you and we got disconnected before you got now.,worry
ugh... my back is killing me.,sadness
&quot;your true theatre calling? - musical theatre actor&quot;  i wish :'( xxx,worry
off for the weekend! yay. i gots work from 8pm-12am though  it sucks cause this is like the last weekend for partying and im gonna be at,worry
@tommymercedes wish i was but im in chicago,worry
just left &amp; already misses Nashville  be back sunday,worry
Doesnt't want to get up,worry
@Kristen_Oyler Poor little woman with her smushed in head,worry
I think I lost all of my blog posts,worry
Is at work,sadness
Bored to tears without my boys! They are at their dad's for a week,sadness
off to bed with my sore nipples,worry
@chillingo  I wanted to beta test but saw the thread after the results were announced,worry
@djeebus i cant drink cause i dont have a dd to take of home,worry
I'm sick and sad .... missing out on Martini Lounge tonight,sadness
Going to have yum dinner then watch 'bad girlfriend' play. I have a 6am call time tomorrow,sadness
@RobertPound not my groom!  think i'll die an old maid! lol,sadness
aww i feel bad cause i dunno if nicole is in the city looking for me. she's probably worried  srry hun,worry
So confused about what to do?,worry
sunburnt again,worry
Here's a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo,happiness
@gregorybayne I'm so sad I wish I was going to,worry
its getting really windy out there,worry
@funtimeshelly sorry to hear about your dog,worry
Can't beat all time low.. (: I soooooo want to go to Metro Station..  Your cheap shots wont be able to break bones,sadness
@SexyShaq it starts @ 6. But we will be there until they throw us out. Traffic will be crazy!,worry
@Jessimikuh go and see my puppy! I don't want to be there alone,worry
theres too much light pollution to see the stars,sadness
I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,worry
@nofearentertain Just read up on your Mom   Hope she's okay!!,worry
Im not friends with anyone anymore,sadness
@samanthai Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),worry
My whole life has come to this......incredibly amazing,happiness
Ive got mad cramps in my legs,worry
Aw one of our fishies died,sadness
@allisonlodato YES PLEASEEEEE. i miss you  ps i'm bouts to text you,worry
i give uppp a hour of tryin to tlk to @mitchelmusso  i love him but my minutesss lol,sadness
my puppy is sick,sadness
@itsgabbith hMm well at least you got them out! Sorry about it though  wish you could keep them in!!!,worry
@mitchelmusso Hey Mitchel when will you be live again? I didn't get a chance to call you,sadness
@misterperturbed I ordered a replacement palm centro cuz my phone got kill't! I wanted a palm pre but cant afford a data plan,sadness
I just realized the reason why I am so sad today is because it's reeeeally gloomy outside,worry
@selenagomez we'll miss you! I'm sad I didn't get to meet you,sadness
my dark knight dvd is missing   i'm pissed,sadness
Got a Real Bad  headache,worry
Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.,sadness
i wish i was in cali wit mari nd lupita seeing vfc  not fair,sadness
@selenagomez aww  but we miss you here in the USA.,worry
I feel like my dream just got crushed,sadness
And now im all hungry and thirsty. and too afraid to go downstairs...,worry
@Vasilly I think I have some tea somewhere. It's probably old though.,worry
I have a farmers sunburn! Ahhhh!,worry
Home w/bae &amp; Myka.. He's so meann,sadness
I dont know where to get my hair cut!,worry
had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,sadness
Hmmm... he's so lovely. I wish he was here now. I'm tired but can't sleep,sadness
@finellskii have fun!  i am sad to not be with you guys,sadness
@JayresC: n u can't change your profile backgroud neither,sadness
@Jennicricket not sure i can make it,worry
absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,sadness
@Boy_Kill_Boy That would be really great....except im not allowed to talk to boys on the phone  long story...my fault,sadness
is gonna be mad hungry when I get home. Forgot my money...,worry
AT&amp;T cheated the system and now I have no Green Day tickets  Damn you AT&amp;T!,sadness
It is Gloomy outside. It is making me sad  I miss the sun and its happiness!!,sadness
@mitchelmusso I wish I was able to talk to you.,worry
@o_0robertpatt Why do they do that?!,worry
@StoneBrewingCo um... thats my favorite beer!! why must you torture me so when I can't make it down there!!,happiness
@vickytcobra i'm sorry your day wasn't so good  does it make you feel better to know you're beating oprah on ms twitterworld?,worry
i hate storms.,worry
@djCrMix it's been raining every single afternoon in S.Florida  not fair! hehe,sadness
@xsparkage LOL that is so Charlie......I miss Charlie,worry
Why can't I sleep ????? Is it too much to ask for :-P,worry
@JennycLiu Oh yah! My dad does that. But I don't have a landline.,worry
@dhewlett I'm still trying to see Star Trek! I'll just have to Woman up and go alone. BF is pretty much worthless anyway  lol,worry
to the doctor  anyone wanna do somethin after for a bit?,happiness
*moment of silence* for the Budget i'm bout to b on  I spend wayyy to much $$$.... OMG! I'm on a Budget?!?!,worry
i look like a freaking tomato  goin to graduation..,worry
@2Serenity No FAIR!,sadness
@iheartmc I'm sorry sister!!  just think you get to see your man in a bit! That should make you happy. You guys should call me tonigh,worry
I'll have to take a picture of the moon tomorrow night  not gonna happen today :/,worry
Explains why the Woodman offramp was closed  @abc7 Breaking: 2 suspects robbed Union Bank at Riverside &amp; Woodman in Sherman Oaks.,worry
@Lynne90 wasnt it supposed to have been in for yesterday?,worry
OH NO TODAYS JAY LENOS LAST SHOW!!! WE'LL MISS U MR. LENO,sadness
@derwendtde so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,worry
@jjooss I think he is :[ wish we could give him a tear or some blood to make him feel better,sadness
Gonna miss Thick As Blood next Friday,sadness
@dreamergirl822 it's really gutwrenching.  So sad,worry
Visiting family in hospital = not fun,worry
It SUCKS when my playmate is MIA all weekend.  Sad,sadness
I burneded my tummy,worry
@siwhitehouse Didn't work for me  Except when I used the word autofollow and got followed by an bot selling an autofollow program.,sadness
is having trouble breathing through the pain..and now i have a damn fever...   (^~^)&lt;^&gt;,worry
@WardrobeGuy Sorry... What does that mean? I currently have a world phone &amp; I use apps. I'm confused...,worry
@reddevilleanne aww  i guess not that many people are online though...,worry
i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?,worry
@MsHollywoodDiva hahahaha your watching 106 too... i miss Oceans 10...,happiness
i havent gotten any prank calls making me laugh in so long.,worry
Kill me now I'm so sick    n it's Friday night!!,sadness
My Tummy Hurt,worry
and i wish i gave you one last kiss,worry
@brighternoise really??,sadness
My vibe is currently downed.  The only thing amusing me is my Joker shirt. *Looks down and pokes shirt* I want a peanut butter sandwich...,worry
Nothing 2 do 2nte  Boooooooo! I'm totally bored!,sadness
I'm bored. I have a headache.,sadness
@amalah I am very jealous.  I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work,sadness
the tip of my finger hurts  lmao,sadness
my tummy kinda hurts!,sadness
i feel extremely depressed right now.,sadness
My head hurts....  Can wait to see the new photoshoot!!!!!!!,sadness
sux gabe just told me to go to the afterparty and I have ID that works but I can't go,sadness
@yes_i_am_jes YAY! congrats! i'm afraid to check my grades!,worry
Ugh I'm tired,sadness
@symphnysldr what's goin on hun?  I'm worried about you,worry
Poor Johnny is sick   Looks like he'll be going to the vet tomorrow,worry
A simple nice dinner doesn't exist in my world.,sadness
last day of school  so sad,sadness
Johnny actually invited me to the movies but i have too many things to do before the concert,sadness
i have a headache,worry
My dreams have been crushed...Spock does not like the ladies.,sadness
@heyrai wow how ominious was that   im stayin in the house. n nobodys comin over either!!! LoL,worry
Really big spider on the floor two metres away from me  am actually a little scared.,worry
is missing the fun she had with @Sylars_Army at Eclipse 3  #SArmy #SArmy #SArmy,sadness
Anybody else experiencing painful slowdowns with facebook?,worry
Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,worry
Moving is hard work! This is my last night in the house I grew up in.,worry
http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,sadness
@mitchelmusso i'm about to have to hang up   my fone is getting to hot,worry
Okay i feel really sick now,sadness
Just finished bowling with my family.  It's definately not the same as with my friends,worry
@glennbeck Missed your show tonight   Just HAD to go up to Lake Erie and enjoy the quiet!,sadness
ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,sadness
i need to speak with @sofiedeville! but i left my phone at home,sadness
new favorite group has to be J*Davey Hi&amp;Low is my shit. why don't the really flygroups come to Miami hell Florida? And no Rock The Bells,happiness
In the dentist chair with a very numb left side for crown prep. Not fun to keep mouth open this long,worry
@coebooth Just got it a few hours ago! So not yet!,happiness
I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK,sadness
My tweetdeck won't pull up.,worry
missing cat makes me sad,worry
@loldarian OMG SO srry to hear that,worry
@Jayme1988 Hi SweetiePie!! It's Friday night and I'm .... missing my sidekick &amp; his slippers.  It's just not Friday night w/o him.,worry
Fuuuuuuuudgeee I burned my finger with oil! It hurts,sadness
I want a new UI  But I don't want to actually set it up myself.,worry
@Rosellyanna lol i know  and haha..did you fall asleep?? or just get bored of shaun :p joke,worry
This is dumb. I keep losing followers!,sadness
big sis moved out 2day  its gna b weird without her! X,sadness
Friday night... And I'm not doing anything!!  But I might go have some tacos at the lunch truck in Pasadena .... Just maybe.,worry
@TheSvilleNews http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,sadness
another friday night with nothing to do ...boyfriend works until 1am,sadness
Can't believe preseason doesn't start until August  football with drawls..,sadness
@iliveinbetween i graduate at 9am on Sunday June 14th...,happiness
The engine on my car blew,worry
Home. Got some nice plugs but no chipotle,sadness
Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw,happiness
aleesha's piggy died  she can't catch a fucking break man,sadness
Caught in a herd of somalions,worry
WHY DOES MY COUSIN PICK TODAY TO NOT TURN UP EARLY,worry
@JuliaWo I feel your pain... dont you hate those days,worry
@cohenster i know its awful  but never fear i've got loads of funds so we can have a drunken catch up post-exams ja?,sadness
@saamanthajaane :o exams. YUCK    that will be hectic!,worry
@catrionat7 Yes yes Is. Ima Guna Be On For a While Lol.,happiness
@marsacademy *HUGS you*  awwww......i'm sorry you are feeling sad E!,sadness
@tashamclellan Oh nooo  I'm sorry you can't go!,worry
@emmaroo INNERCHILD!SARAH LIKES COOKIES AND IS SAD THAT YOU FEEL SAD AND GUILTY,sadness
@no_surprises unfortunately yes,sadness
@mlexiehayden How would I know if u didn't tell me??? Too busy cakin to pay me any attention,worry
Sum1 plz cheer me up,sadness
@selenagomez come back to canada soon  we'll miss you!!,sadness
@writeinink sure i can talk....the fabulous sex part though is out  sorry dear,sadness
Im soooooooo damn hungry!! wat 2 eat??,worry
@natsolovelyx3: I knowww yur mother is being a bitch and she doesn't want to take me to the movies  bitch,sadness
@HimOverThere aww noooo that doesn't sound too great,worry
@drbri I'm not sure as I've never used it. Sorry,sadness
shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail,worry
7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII,happiness
@Kdpartak the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already,sadness
iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home,worry
@_juliamarie people just don't appreciate nature. it's sad. did the lil dude survive?,worry
@ToxicSociopath awww. well before we know it youll be back visiting XD we will hang out constantly and have another heartbreaking goodbye,happiness
@TwoSteppinAnt Damn,worry
@mattpicasso iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home,sadness
I will miss the soccer moms,worry
oh and #antiboyle didn't work out either  never too much of a bad thing eh uk eh,sadness
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,worry
A little irked at the moment,worry
@CaitEggers I need one too.,sadness
Dentist  my tooth really hurts! &amp;0hhh yeahh I'm with this girl @ashliebrillault maybe you know her? She was Kate on lizzie mcguireee!&lt;3,worry
Mrs.Bates left,sadness
Greenville Drive games just aren't the same without the &quot;Baseball Guy&quot; clown.,worry
fighting a cold.,worry
@robo__rob IKR. but i hate the lack of troyella  ggmow always makes me so sad,sadness
Aww I have a tummy ache,worry
how sad was Hollyoaks,sadness
driving past Tattered Cover w/o stopping  promising myself to make time next week.,worry
Exhausted after a 58 hour work week,sadness
I need people to shoot so I can work on my new post processing technique.. but I need to show off the PP before people will want to!,worry
@HughHefnerJr uh oh u gonna fire somebody??,worry
Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL,worry
@DirtyDizco Maaan if I wasnt in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*,happiness
@AnalystAlterEgo i have bad news... i have to go take the dog for a walk--they're upset w/me!,sadness
Got out of work late. Lame! Busy day.,sadness
@pcdnicole so sad u cancelled silverstone show  better see u in sandown park!,sadness
Thinking about Debra leaving in July.,worry
@ChellyBelle I'm chopped liver.,worry
Misses her work peeps,worry
I don't feel well at all,worry
there is poor lost duck outside of Olive Garden. that makes me sad,worry
It's too hot!! Thermometer showing 25c at the moment,sadness
@scopezum I feel the same way! 9 hours of sleep and still exhausted! ahh!,sadness
Sitting and waiting and hoping this lady would hurry the hell up... I hate moving... It super sucks...,worry
Feeling pretty tired and lonely,sadness
@Susan_Ferman that's so weak!!  facebook fail,sadness
Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is,sadness
im full. i had a tripple thick chocolate milkshake from mcdonalds now i feel sick,happiness
@Cre8tiveSin sarcasm?  i need a PJ to fly to the hotspots and party and fly home for work the next day,worry
: doc said my bones look &quot;fine enough.&quot; also should see a rhumatologist. I'm such am old lady now,sadness
cowering from pain,worry
@celebritystatus wifeyyyyyy  me no likey u siky,happiness
my phone is going to die too prematurely,worry
tried to swat a fly with my Buddhist magazine... bad karma,sadness
@doodleworld  Thx had a great day &amp; gonna have a long weekend.  Excited yet I'll be missin my tweeple badly.,happiness
hm i'm happy but i want to join drama practice today !,happiness
@ArtOfDying any chance you might come back to moncton? i had to miss the show tonight,worry
My birthday is on Wednesday. I'm too young to feel this old.,worry
I don't feel good,worry
@greentm what happened yesterday? but phone calls with unwell parents - yeah .. know how that goes ...  .. i have two of them now ... meh,worry
he was the reason i lived and now hes the reason im begging to die,sadness
youtube not working,sadness
@rickoshea whats up rick??,worry
@ladyjori whaaaat what about your house? You've been working so hard on it!,worry
Still working in the database and trying to decide what I want to eat.,happiness
i feel sad for you elizabeth.,sadness
@SinsualDzires phone updated and she's got a camcorder on her phone now--mine hasn't updated chit  that ain't fair .,worry
It's a sad day when Christian Lacroix has to file for bankruptcy,worry
to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight,sadness
Dosen't Want To Go To Work Tomorrow,sadness
@crescentdreams everything.  *weeps*,worry
feeling even worse today,worry
tomorrow should be good. but apparently no movies,worry
AHHHHH I needa hurry up and shower before this &quot;HUGE&quot; storm hits,worry
Wish I could be heading to LA for E3.  *le sigh* Maybe someday.,sadness
didn't get to see his movie!,worry
@mitchelmusso I'm never calling you again. Your phone is a scammer. It said I'm next and it hung up on me.  Now I can't get you.,worry
Am listening to Darren Hayes's Spin. Am talkin to my wacky friend who's going insane. I ain't at all tired and I'm messed up bout things.,worry
fml. i stepped on a needle.. ouch.. waaaaa  damn drycleaners,worry
